Variance,Skewness,Curtosis,Entropy,Class,Scaled_Variance,Scaled_Skewness,Scaled_Curtosis,Scaled_Entropy,Scaled_Class,Radius
4.068,-2.9363,2.1992,0.50084,0,406.8,-293.63,219.92,50.084,0,1
2.877,-4.0599,3.6259,-0.32544,0,287.7,-405.99,362.59,-32.544,0,1
0.3223,-0.89808,8.0883,0.69222,0,32.23,-89.808,808.83,69.222,0,1
-1.3,10.2678,-2.953,-5.8638,0,-130,1026.78,-295.3,-586.38,0,1
1.7747,-6.4334,8.15,-0.89828,0,177.47,-643.34,815,-89.828,0,1
1.3419,-4.4221,8.09,-1.7349,0,134.19,-442.21,809,-173.49,0,1
0.89606,10.5471,-1.4175,-4.0327,0,89.606,1054.71,-141.75,-403.27,0,1
0.44125,2.9487,4.3225,0.7155,0,44.125,294.87,432.25,71.55,0,1
3.2422,6.2265,0.12224,-1.4466,0,324.22,622.65,12.224,-144.66,0,1
2.5678,3.5136,0.61406,-0.40691,0,256.78,351.36,61.406,-40.691,0,1
-2.2153,11.9625,0.078538,-7.7853,0,-221.53,1196.25,7.8538,-778.53,0,1
4.1349,6.1189,-2.4294,-0.19613,0,413.49,611.89,-242.94,-19.613,0,1
1.934,-9.28E-06,4.816,-0.33967,0,193.4,-0.00092828,481.6,-33.967,0,1
2.5068,1.1588,3.9249,0.12585,0,250.68,115.88,392.49,12.585,0,1
2.1464,6.0795,-0.5778,-2.2302,0,214.64,607.95,-57.78,-223.02,0,1
0.051979,7.0521,-2.0541,-3.1508,0,5.1979,705.21,-205.41,-315.08,0,1
1.2706,8.035,-0.19651,-2.1888,0,127.06,803.5,-19.651,-218.88,0,1
1.143,0.83391,5.4552,-0.56984,0,114.3,83.391,545.52,-56.984,0,1
2.2928,9.0386,-3.2417,-1.2991,0,229.28,903.86,-324.17,-129.91,0,1
0.3292,-4.4552,4.5718,-0.9888,0,32.92,-445.52,457.18,-98.88,0,1
2.9719,6.8369,-0.2702,0.71291,0,297.19,683.69,-27.02,71.291,0,1
1.6849,8.7489,-1.2641,-1.3858,0,168.49,874.89,-126.41,-138.58,0,1
-1.9177,11.6894,2.5454,-3.2763,0,-191.77,1168.94,254.54,-327.63,0,1
2.3729,10.4726,-3.0087,-3.2013,0,237.29,1047.26,-300.87,-320.13,0,1
1.0284,9.767,-1.3687,-1.7853,0,102.84,976.7,-136.87,-178.53,0,1
0.27451,9.2186,-3.2863,-4.8448,0,27.451,921.86,-328.63,-484.48,0,1
1.6032,-4.7863,8.5193,-2.1203,0,160.32,-478.63,851.93,-212.03,0,1
4.616,10.1788,-4.2185,-4.4245,0,461.6,1017.88,-421.85,-442.45,0,1
4.2478,7.6956,-2.7696,-1.0767,0,424.78,769.56,-276.96,-107.67,0,1
4.0215,-2.7004,2.4957,0.36636,0,402.15,-270.04,249.57,36.636,0,1
5.0297,-4.9704,3.5025,-0.23751,0,502.97,-497.04,350.25,-23.751,0,1
1.5902,2.2948,3.2403,0.18404,0,159.02,229.48,324.03,18.404,0,1
2.1274,5.1939,-1.7971,-1.1763,0,212.74,519.39,-179.71,-117.63,0,1
1.1811,8.3847,-2.0567,-0.90345,0,118.11,838.47,-205.67,-90.345,0,1
0.3292,-4.4552,4.5718,-0.9888,0,32.92,-445.52,457.18,-98.88,0,1
5.7353,5.2808,-2.2598,0.075416,0,573.53,528.08,-225.98,7.5416,0,1
2.6718,5.6574,0.72974,-1.4892,0,267.18,565.74,72.974,-148.92,0,1
1.5799,-4.7076,7.9186,-1.5487,0,157.99,-470.76,791.86,-154.87,0,1
2.9499,2.2493,1.3458,-0.037083,0,294.99,224.93,134.58,-3.7083,0,1
0.5195,-3.2633,3.0895,-0.9849,0,51.95,-326.33,308.95,-98.49,0,1
3.7352,9.5911,-3.9032,-3.3487,0,373.52,959.11,-390.32,-334.87,0,1
-1.7344,2.0175,7.7618,0.93532,0,-173.44,201.75,776.18,93.532,0,1
3.884,10.0277,-3.9298,-4.0819,0,388.4,1002.77,-392.98,-408.19,0,1
3.5257,1.2829,1.9276,1.7991,0,352.57,128.29,192.76,179.91,0,1
4.4549,2.4976,1.0313,0.96894,0,445.49,249.76,103.13,96.894,0,1
-0.16108,-6.4624,8.3573,-1.5216,0,-16.108,-646.24,835.73,-152.16,0,1
4.2164,9.4607,-4.9288,-5.2366,0,421.64,946.07,-492.88,-523.66,0,1
3.5152,6.8224,-0.67377,-0.46898,0,351.52,682.24,-67.377,-46.898,0,1
1.6988,2.9094,2.9044,0.11033,0,169.88,290.94,290.44,11.033,0,1
1.0607,2.4542,2.5188,-0.17027,0,106.07,245.42,251.88,-17.027,0,1
2.0421,1.2436,4.2171,0.90429,0,204.21,124.36,421.71,90.429,0,1
3.5594,1.3078,1.291,1.6556,0,355.94,130.78,129.1,165.56,0,1
3.0009,5.8126,-2.2306,-0.66553,0,300.09,581.26,-223.06,-66.553,0,1
3.9294,1.4112,1.8076,0.89782,0,392.94,141.12,180.76,89.782,0,1
3.4667,-4.0724,4.2882,1.5418,0,346.67,-407.24,428.82,154.18,0,1
3.966,3.9213,0.70574,0.33662,0,396.6,392.13,70.574,33.662,0,1
1.0191,2.33,4.9334,0.82929,0,101.91,233,493.34,82.929,0,1
0.96414,5.616,2.2138,-0.12501,0,96.414,561.6,221.38,-12.501,0,1
1.8205,6.7562,0.0099913,0.39481,0,182.05,675.62,0.99913,39.481,0,1
4.9923,7.8653,-2.3515,-0.71984,0,499.23,786.53,-235.15,-71.984,0,1
-1.1804,11.5093,0.15565,-6.8194,0,-118.04,1150.93,15.565,-681.94,0,1
4.0329,0.23175,0.89082,1.1823,0,403.29,23.175,89.082,118.23,0,1
0.66018,10.3878,-1.4029,-3.9151,0,66.018,1038.78,-140.29,-391.51,0,1
3.5982,7.1307,-1.3035,0.21248,0,359.82,713.07,-130.35,21.248,0,1
-1.8584,7.886,-1.6643,-1.8384,0,-185.84,788.6,-166.43,-183.84,0,1
4.0972,0.46972,1.6671,0.91593,0,409.72,46.972,166.71,91.593,0,1
3.3299,0.91254,1.5806,0.39352,0,332.99,91.254,158.06,39.352,0,1
3.1088,3.1122,0.80857,0.4336,0,310.88,311.22,80.857,43.36,0,1
-4.2859,8.5234,3.1392,-0.91639,0,-428.59,852.34,313.92,-91.639,0,1
-1.2528,10.2036,2.1787,-5.6038,0,-125.28,1020.36,217.87,-560.38,0,1
0.5195,-3.2633,3.0895,-0.9849,0,51.95,-326.33,308.95,-98.49,0,1
0.3292,-4.4552,4.5718,-0.9888,0,32.92,-445.52,457.18,-98.88,0,1
0.88872,5.3449,2.045,-0.19355,0,88.872,534.49,204.5,-19.355,0,1
3.5458,9.3718,-4.0351,-3.9564,0,354.58,937.18,-403.51,-395.64,0,1
-0.21661,8.0329,1.8848,-3.8853,0,-21.661,803.29,188.48,-388.53,0,1
2.7206,9.0821,-3.3111,-0.96811,0,272.06,908.21,-331.11,-96.811,0,1
3.2051,8.6889,-2.9033,-0.7819,0,320.51,868.89,-290.33,-78.19,0,1
2.6917,10.8161,-3.3,-4.2888,0,269.17,1081.61,-330,-428.88,0,1
-2.3242,11.5176,1.8231,-5.375,0,-232.42,1151.76,182.31,-537.5,0,1
2.7161,-4.2006,4.1914,0.16981,0,271.61,-420.06,419.14,16.981,0,1
3.3848,3.2674,0.90967,0.25128,0,338.48,326.74,90.967,25.128,0,1
1.7452,4.8028,2.0878,0.62627,0,174.52,480.28,208.78,62.627,0,1
2.805,0.57732,1.3424,1.2133,0,280.5,57.732,134.24,121.33,0,1
5.7823,5.5788,-2.4089,-0.056479,0,578.23,557.88,-240.89,-5.6479,0,1
3.8999,1.734,1.6011,0.96765,0,389.99,173.4,160.11,96.765,0,1
3.5189,6.332,-1.7791,-0.020273,0,351.89,633.2,-177.91,-2.0273,0,1
3.2294,7.7391,-0.37816,-2.5405,0,322.94,773.91,-37.816,-254.05,0,1
3.4985,3.1639,0.22677,-0.1651,0,349.85,316.39,22.677,-16.51,0,1
2.1948,1.3781,1.1582,0.85774,0,219.48,137.81,115.82,85.774,0,1
2.2526,9.9636,-3.1749,-2.9944,0,225.26,996.36,-317.49,-299.44,0,1
4.1529,-3.9358,2.8633,-0.017686,0,415.29,-393.58,286.33,-1.7686,0,1
0.74307,11.17,-1.3824,-4.0728,0,74.307,1117,-138.24,-407.28,0,1
1.9105,8.871,-2.3386,-0.75604,0,191.05,887.1,-233.86,-75.604,0,1
-1.5055,0.070346,6.8681,-0.50648,0,-150.55,7.0346,686.81,-50.648,0,1
0.58836,10.7727,-1.3884,-4.3276,0,58.836,1077.27,-138.84,-432.76,0,1
3.2303,7.8384,-3.5348,-1.2151,0,323.03,783.84,-353.48,-121.51,0,1
-1.9922,11.6542,2.6542,-5.2107,0,-199.22,1165.42,265.42,-521.07,0,1
2.8523,9.0096,-3.761,-3.3371,0,285.23,900.96,-376.1,-333.71,0,1
4.2772,2.4955,0.48554,0.36119,0,427.72,249.55,48.554,36.119,0,1
1.5099,0.039307,6.2332,-0.30346,0,150.99,3.9307,623.32,-30.346,0,1
5.4188,10.1457,-4.084,-3.6991,0,541.88,1014.57,-408.4,-369.91,0,1
0.86202,2.6963,4.2908,0.54739,0,86.202,269.63,429.08,54.739,0,1
3.8117,10.1457,-4.0463,-4.5629,0,381.17,1014.57,-404.63,-456.29,0,1
0.54777,10.3754,-1.5435,-4.1633,0,54.777,1037.54,-154.35,-416.33,0,1
2.3718,7.4908,0.015989,-1.7414,0,237.18,749.08,1.5989,-174.14,0,1
-2.4953,11.1472,1.9353,-3.4638,0,-249.53,1114.72,193.53,-346.38,0,1
4.6361,-2.6611,2.8358,1.1991,0,463.61,-266.11,283.58,119.91,0,1
-2.2527,11.5321,2.5899,-3.2737,0,-225.27,1153.21,258.99,-327.37,0,1
3.7982,10.423,-4.1602,-4.9728,0,379.82,1042.3,-416.02,-497.28,0,1
-0.36279,8.2895,-1.9213,-3.3332,0,-36.279,828.95,-192.13,-333.32,0,1
2.1265,6.8783,0.44784,-2.2224,0,212.65,687.83,44.784,-222.24,0,1
0.86736,5.5643,1.6765,-0.16769,0,86.736,556.43,167.65,-16.769,0,1
3.7831,10.0526,-3.8869,-3.7366,0,378.31,1005.26,-388.69,-373.66,0,1
-2.2623,12.1177,0.28846,-7.7581,0,-226.23,1211.77,28.846,-775.81,0,1
1.2616,4.4303,-1.3335,-1.7517,0,126.16,443.03,-133.35,-175.17,0,1
2.6799,3.1349,0.34073,0.58489,0,267.99,313.49,34.073,58.489,0,1
-0.39816,5.9781,1.3912,-1.1621,0,-39.816,597.81,139.12,-116.21,0,1
4.3937,0.35798,2.0416,1.2004,0,439.37,35.798,204.16,120.04,0,1
2.9695,5.6222,0.27561,-1.1556,0,296.95,562.22,27.561,-115.56,0,1
1.3049,-0.15521,6.4911,-0.75346,0,130.49,-15.521,649.11,-75.346,0,1
2.2123,-5.8395,7.7687,-0.85302,0,221.23,-583.95,776.87,-85.302,0,1
1.9647,6.9383,0.57722,0.66377,0,196.47,693.83,57.722,66.377,0,1
3.0864,-2.5845,2.2309,0.30947,0,308.64,-258.45,223.09,30.947,0,1
0.3798,0.7098,0.7572,-0.4444,0,37.98,70.98,75.72,-44.44,0,1
0.58982,7.4266,1.2353,-2.9595,0,58.982,742.66,123.53,-295.95,0,1
0.14783,7.946,1.0742,-3.3409,0,14.783,794.6,107.42,-334.09,0,1
-0.062025,6.1975,1.099,-1.131,0,-6.2025,619.75,109.9,-113.1,0,1
4.223,1.1319,0.72202,0.96118,0,422.3,113.19,72.202,96.118,0,1
0.64295,7.1018,0.3493,-0.41337,0,64.295,710.18,34.93,-41.337,0,1
1.941,0.46351,4.6472,1.0879,0,194.1,46.351,464.72,108.79,0,1
4.0047,0.45937,1.3621,1.6181,0,400.47,45.937,136.21,161.81,0,1
3.7767,9.7794,-3.9075,-3.5323,0,377.67,977.94,-390.75,-353.23,0,1
3.4769,-0.15314,2.53,2.4495,0,347.69,-15.314,253,244.95,0,1
1.9818,9.2621,-3.521,-1.872,0,198.18,926.21,-352.1,-187.2,0,1
3.8023,-3.8696,4.044,0.95343,0,380.23,-386.96,404.4,95.343,0,1
4.3483,11.1079,-4.0857,-4.2539,0,434.83,1110.79,-408.57,-425.39,0,1
1.1518,1.3864,5.2727,-0.43536,0,115.18,138.64,527.27,-43.536,0,1
-1.2576,1.5892,7.0078,0.42455,0,-125.76,158.92,700.78,42.455,0,1
1.9572,-5.1153,8.6127,-1.4297,0,195.72,-511.53,861.27,-142.97,0,1
-2.484,12.1611,2.8204,-3.7418,0,-248.4,1216.11,282.04,-374.18,0,1
-1.1497,1.2954,7.701,0.62627,0,-114.97,129.54,770.1,62.627,0,1
4.8368,10.0132,-4.3239,-4.3276,0,483.68,1001.32,-432.39,-432.76,0,1
-0.12196,8.8068,0.94566,-4.2267,0,-12.196,880.68,94.566,-422.67,0,1
1.9429,6.3961,0.092248,0.58102,0,194.29,639.61,9.2248,58.102,0,1
1.742,-4.809,8.2142,-2.0659,0,174.2,-480.9,821.42,-206.59,0,1
-1.5222,10.8409,2.7827,-4.0974,0,-152.22,1084.09,278.27,-409.74,0,1
-1.3,10.2678,-2.953,-5.8638,0,-130,1026.78,-295.3,-586.38,0,1
3.4246,-0.14693,0.80342,0.29136,0,342.46,-14.693,80.342,29.136,0,1
2.5503,-4.9518,6.3729,-0.41596,0,255.03,-495.18,637.29,-41.596,0,1
1.5691,6.3465,-0.1828,-2.4099,0,156.91,634.65,-18.28,-240.99,0,1
1.3087,4.9228,2.0013,0.22024,0,130.87,492.28,200.13,22.024,0,1
5.1776,8.2316,-3.2511,-1.5694,0,517.76,823.16,-325.11,-156.94,0,1
2.229,9.6325,-3.1123,-2.7164,0,222.9,963.25,-311.23,-271.64,0,1
5.6272,10.0857,-4.2931,-3.8142,0,562.72,1008.57,-429.31,-381.42,0,1
1.2138,8.7986,-2.1672,-0.74182,0,121.38,879.86,-216.72,-74.182,0,1
0.3798,0.7098,0.7572,-0.4444,0,37.98,70.98,75.72,-44.44,0,1
0.5415,6.0319,1.6825,-0.46122,0,54.15,603.19,168.25,-46.122,0,1
4.0524,5.6802,-1.9693,0.026279,0,405.24,568.02,-196.93,2.6279,0,1
4.7285,2.1065,-0.28305,1.5625,0,472.85,210.65,-28.305,156.25,0,1
3.4359,0.66216,2.1041,1.8922,0,343.59,66.216,210.41,189.22,0,1
0.86816,10.2429,-1.4912,-4.0082,0,86.816,1024.29,-149.12,-400.82,0,1
3.359,9.8022,-3.8209,-3.7133,0,335.9,980.22,-382.09,-371.33,0,1
3.6702,2.9942,0.85141,0.30688,0,367.02,299.42,85.141,30.688,0,1
1.3349,6.1189,0.46497,0.49826,0,133.49,611.89,46.497,49.826,0,1
3.1887,-3.4143,2.7742,-0.2026,0,318.87,-341.43,277.42,-20.26,0,1
2.4527,2.9653,0.20021,-0.056479,0,245.27,296.53,20.021,-5.6479,0,1
3.9121,2.9735,0.92852,0.60558,0,391.21,297.35,92.852,60.558,0,1
3.9364,10.5885,-3.725,-4.3133,0,393.64,1058.85,-372.5,-431.33,0,1
3.9414,-3.2902,3.1674,1.0866,0,394.14,-329.02,316.74,108.66,0,1
3.6922,-3.9585,4.3439,1.3517,0,369.22,-395.85,434.39,135.17,0,1
5.681,7.795,-2.6848,-0.92544,0,568.1,779.5,-268.48,-92.544,0,1
0.77124,9.0862,-1.2281,-1.4996,0,77.124,908.62,-122.81,-149.96,0,1
3.5761,9.7753,-3.9795,-3.4638,0,357.61,977.53,-397.95,-346.38,0,1
1.602,6.1251,0.52924,0.47886,0,160.2,612.51,52.924,47.886,0,1
2.6682,10.216,-3.4414,-4.0069,0,266.82,1021.6,-344.14,-400.69,0,1
2.0007,1.8644,2.6491,0.47369,0,200.07,186.44,264.91,47.369,0,1
0.64215,3.1287,4.2933,0.64696,0,64.215,312.87,429.33,64.696,0,1
4.3848,-3.0729,3.0423,1.2741,0,438.48,-307.29,304.23,127.41,0,1
0.77445,9.0552,-2.4089,-1.3884,0,77.445,905.52,-240.89,-138.84,0,1
0.96574,8.393,-1.361,-1.4659,0,96.574,839.3,-136.1,-146.59,0,1
3.0948,8.7324,-2.9007,-0.96682,0,309.48,873.24,-290.07,-96.682,0,1
4.9362,7.6046,-2.3429,-0.85302,0,493.62,760.46,-234.29,-85.302,0,1
-1.9458,11.2217,1.9079,-3.4405,0,-194.58,1122.17,190.79,-344.05,0,1
5.7403,-0.44284,0.38015,1.3763,0,574.03,-44.284,38.015,137.63,0,1
-2.6989,12.1984,0.67661,-8.5482,0,-269.89,1219.84,67.661,-854.82,0,1
1.1472,3.5985,1.9387,-0.43406,0,114.72,359.85,193.87,-43.406,0,1
2.9742,8.96,-2.9024,-1.0379,0,297.42,896,-290.24,-103.79,0,1
4.5707,7.2094,-3.2794,-1.4944,0,457.07,720.94,-327.94,-149.44,0,1
0.1848,6.5079,2.0133,-0.87242,0,18.48,650.79,201.33,-87.242,0,1
0.87256,9.2931,-0.7843,-2.1978,0,87.256,929.31,-78.43,-219.78,0,1
0.39559,6.8866,1.0588,-0.67587,0,39.559,688.66,105.88,-67.587,0,1
3.8384,6.1851,-2.0439,-0.033204,0,383.84,618.51,-204.39,-3.3204,0,1
2.8209,7.3108,-0.81857,-1.8784,0,282.09,731.08,-81.857,-187.84,0,1
2.5817,9.7546,-3.1749,-2.9957,0,258.17,975.46,-317.49,-299.57,0,1
3.8213,0.23175,2.0133,2.0564,0,382.13,23.175,201.33,205.64,0,1
0.3798,0.7098,0.7572,-0.4444,0,37.98,70.98,75.72,-44.44,0,1
3.4893,6.69,-1.2042,-0.38751,0,348.93,669,-120.42,-38.751,0,1
-1.7781,0.8546,7.1303,0.027572,0,-177.81,85.46,713.03,2.7572,0,1
2.0962,2.4769,1.9379,-0.040962,0,209.62,247.69,193.79,-4.0962,0,1
0.94732,-0.57113,7.1903,-0.67587,0,94.732,-57.113,719.03,-67.587,0,1
2.8261,9.4007,-3.3034,-1.0509,0,282.61,940.07,-330.34,-105.09,0,1
0.0071249,8.3661,0.50781,-3.8155,0,0.71249,836.61,50.781,-381.55,0,1
0.96788,7.1907,1.2798,-2.4565,0,96.788,719.07,127.98,-245.65,0,1
4.7432,2.1086,0.1368,1.6543,0,474.32,210.86,13.68,165.43,0,1
3.6575,7.2797,-2.2692,-1.144,0,365.75,727.97,-226.92,-114.4,0,1
3.8832,6.4023,-2.432,-0.98363,0,388.32,640.23,-243.2,-98.363,0,1
3.4776,8.811,-3.1886,-0.92285,0,347.76,881.1,-318.86,-92.285,0,1
1.1315,7.9212,1.093,-2.8444,0,113.15,792.12,109.3,-284.44,0,1
2.8237,2.8597,0.19678,0.57196,0,282.37,285.97,19.678,57.196,0,1
1.9321,6.0423,0.26019,-2.053,0,193.21,604.23,26.019,-205.3,0,1
3.0632,-3.3315,5.1305,0.8267,0,306.32,-333.15,513.05,82.67,0,1
-1.8411,10.8306,2.769,-3.0901,0,-184.11,1083.06,276.9,-309.01,0,1
2.8084,11.3045,-3.3394,-4.4194,0,280.84,1130.45,-333.94,-441.94,0,1
2.5698,-4.4076,5.9856,0.078002,0,256.98,-440.76,598.56,7.8002,0,1
-0.12624,10.3216,-3.7121,-6.1185,0,-12.624,1032.16,-371.21,-611.85,0,1
3.3756,-4.0951,4.367,1.0698,0,337.56,-409.51,436.7,106.98,0,1
-0.048008,-1.6037,8.4756,0.75558,0,-4.8008,-160.37,847.56,75.558,0,1
0.5706,-0.0248,1.2421,-0.5621,0,57.06,-2.48,124.21,-56.21,0,1
0.88444,6.5906,0.55837,-0.44182,0,88.444,659.06,55.837,-44.182,0,1
3.8644,3.7061,0.70403,0.35214,0,386.44,370.61,70.403,35.214,0,1
1.2999,2.5762,2.0107,-0.18967,0,129.99,257.62,201.07,-18.967,0,1
2.0051,-6.8638,8.132,-0.2401,0,200.51,-686.38,813.2,-24.01,0,1
4.9294,0.27727,0.20792,0.33662,0,492.94,27.727,20.792,33.662,0,1
2.8297,6.3485,-0.73546,-0.58665,0,282.97,634.85,-73.546,-58.665,0,1
2.565,8.633,-2.9941,-1.3082,0,256.5,863.3,-299.41,-130.82,0,1
2.093,8.3061,0.022844,-3.2724,0,209.3,830.61,2.2844,-327.24,0,1
4.6014,5.6264,-2.1235,0.19309,0,460.14,562.64,-212.35,19.309,0,1
5.0617,-0.35799,0.44698,0.99868,0,506.17,-35.799,44.698,99.868,0,1
-0.2951,9.0489,-0.52725,-2.0789,0,-29.51,904.89,-52.725,-207.89,0,1
3.577,2.4004,1.8908,0.73231,0,357.7,240.04,189.08,73.231,0,1
3.9433,2.5017,1.5215,0.903,0,394.33,250.17,152.15,90.3,0,1
2.6648,10.754,-3.3994,-4.1685,0,266.48,1075.4,-339.94,-416.85,0,1
5.9374,6.1664,-2.5905,-0.36553,0,593.74,616.64,-259.05,-36.553,0,1
2.0153,1.8479,3.1375,0.42843,0,201.53,184.79,313.75,42.843,0,1
5.8782,5.9409,-2.8544,-0.60863,0,587.82,594.09,-285.44,-60.863,0,1
-2.3983,12.606,2.9464,-5.7888,0,-239.83,1260.6,294.64,-578.88,0,1
1.762,4.3682,2.1384,0.75429,0,176.2,436.82,213.84,75.429,0,1
4.2406,-2.4852,1.608,0.7155,0,424.06,-248.52,160.8,71.55,0,1
3.4669,6.87,-1.0568,-0.73147,0,346.69,687,-105.68,-73.147,0,1
3.1896,5.7526,-0.18537,-0.30087,0,318.96,575.26,-18.537,-30.087,0,1
0.81356,9.1566,-2.1492,-4.1814,0,81.356,915.66,-214.92,-418.14,0,1
0.52855,0.96427,4.0243,-1.0483,0,52.855,96.427,402.43,-104.83,0,1
2.1319,-2.0403,2.5574,-0.061652,0,213.19,-204.03,255.74,-6.1652,0,1
0.33111,4.5731,2.057,-0.18967,0,33.111,457.31,205.7,-18.967,0,1
1.2746,8.8172,-1.5323,-1.7957,0,127.46,881.72,-153.23,-179.57,0,1
2.2091,7.4556,-1.3284,-3.3021,0,220.91,745.56,-132.84,-330.21,0,1
2.5328,7.528,-0.41929,-2.6478,0,253.28,752.8,-41.929,-264.78,0,1
3.6244,1.4609,1.3501,1.9284,0,362.44,146.09,135.01,192.84,0,1
-1.3885,12.5026,0.69118,-7.5487,0,-138.85,1250.26,69.118,-754.87,0,1
5.7227,5.8312,-2.4097,-0.24527,0,572.27,583.12,-240.97,-24.527,0,1
3.3583,10.3567,-3.7301,-3.6991,0,335.83,1035.67,-373.01,-369.91,0,1
2.5227,2.2369,2.7236,0.79438,0,252.27,223.69,272.36,79.438,0,1
0.045304,6.7334,1.0708,-0.9332,0,4.5304,673.34,107.08,-93.32,0,1
4.8278,7.7598,-2.4491,-1.2216,0,482.78,775.98,-244.91,-122.16,0,1
1.9476,-4.7738,8.527,-1.8668,0,194.76,-477.38,852.7,-186.68,0,1
2.7659,0.66216,4.1494,-0.28406,0,276.59,66.216,414.94,-28.406,0,1
-0.10648,-0.76771,7.7575,0.64179,0,-10.648,-76.771,775.75,64.179,0,1
0.72252,-0.053811,5.6703,-1.3509,0,72.252,-5.3811,567.03,-135.09,0,1
4.2475,1.4816,-0.48355,0.95343,0,424.75,148.16,-48.355,95.343,0,1
3.9772,0.33521,2.2566,2.1625,0,397.72,33.521,225.66,216.25,0,1
3.6667,4.302,0.55923,0.33791,0,366.67,430.2,55.923,33.791,0,1
2.8232,10.8513,-3.1466,-3.9784,0,282.32,1085.13,-314.66,-397.84,0,1
-1.4217,11.6542,-0.057699,-7.1025,0,-142.17,1165.42,-5.7699,-710.25,0,1
4.2458,1.1981,0.66633,0.94696,0,424.58,119.81,66.633,94.696,0,1
4.1038,-4.8069,3.3491,-0.49225,0,410.38,-480.69,334.91,-49.225,0,1
1.4507,8.7903,-2.2324,-0.65259,0,145.07,879.03,-223.24,-65.259,0,1
3.4647,-3.9172,3.9746,0.36119,0,346.47,-391.72,397.46,36.119,0,1
1.8533,6.1458,1.0176,-2.0401,0,185.33,614.58,101.76,-204.01,0,1
3.5288,0.71596,1.9507,1.9375,0,352.88,71.596,195.07,193.75,0,1
3.9719,1.0367,0.75973,1.0013,0,397.19,103.67,75.973,100.13,0,1
3.534,9.3614,-3.6316,-1.2461,0,353.4,936.14,-363.16,-124.61,0,1
3.6894,9.887,-4.0788,-4.3664,0,368.94,988.7,-407.88,-436.64,0,1
3.0672,-4.4117,3.8238,-0.81682,0,306.72,-441.17,382.38,-81.682,0,1
2.6463,-4.8152,6.3549,0.003003,0,264.63,-481.52,635.49,0.3003,0,1
2.2893,3.733,0.6312,-0.39786,0,228.93,373.3,63.12,-39.786,0,1
1.5673,7.9274,-0.056842,-2.1694,0,156.73,792.74,-5.6842,-216.94,0,1
4.0405,0.51524,1.0279,1.106,0,404.05,51.524,102.79,110.6,0,1
4.3846,-4.8794,3.3662,-0.029324,0,438.46,-487.94,336.62,-2.9324,0,1
2.0165,-0.25246,5.1707,1.0763,0,201.65,-25.246,517.07,107.63,0,1
4.0446,11.1741,-4.3582,-4.7401,0,404.46,1117.41,-435.82,-474.01,0,1
-0.33729,-0.64976,7.6659,0.72326,0,-33.729,-64.976,766.59,72.326,0,1
-2.4604,12.7302,0.91738,-7.6418,0,-246.04,1273.02,91.738,-764.18,0,1
4.1195,10.9258,-3.8929,-4.1802,0,411.95,1092.58,-389.29,-418.02,0,1
